zip,city,state_id,state_name,county_fips,county_name,county_names_all,county_fips_all
601,Adjuntas,PR,Puerto Rico,72001,Adjuntas,Adjuntas|Utuado,72001|72141
602,Aguada,PR,Puerto Rico,72003,Aguada,Aguada,72003
603,Aguadilla,PR,Puerto Rico,72005,Aguadilla,Aguadilla|Moca,72005|72099
606,Maricao,PR,Puerto Rico,72093,Maricao,Maricao|Yauco|Sabana Grande,72093|72153|72121
610,Anasco,PR,Puerto Rico,72011,Añasco,Añasco|Moca|Las Marías,72011|72099|72083
612,Arecibo,PR,Puerto Rico,72013,Arecibo,Arecibo|Hatillo|Barceloneta,72013|72065|72017
616,Bajadero,PR,Puerto Rico,72013,Arecibo,Arecibo,72013
617,Barceloneta,PR,Puerto Rico,72017,Barceloneta,Barceloneta|Florida|Arecibo,72017|72054|72013
622,Boqueron,PR,Puerto Rico,72023,Cabo Rojo,Cabo Rojo,72023
623,Cabo Rojo,PR,Puerto Rico,72023,Cabo Rojo,Cabo Rojo,72023
624,Penuelas,PR,Puerto Rico,72111,Peñuelas,Peñuelas|Ponce,72111|72113
627,Camuy,PR,Puerto Rico,72027,Camuy,Camuy,72027
637,Sabana Grande,PR,Puerto Rico,72121,Sabana Grande,Sabana Grande|San Germán|Lajas,72121|72125|72079
638,Ciales,PR,Puerto Rico,72039,Ciales,Ciales|Orocovis|Manatí,72039|72107|72091
641,Utuado,PR,Puerto Rico,72141,Utuado,Utuado,72141
646,Dorado,PR,Puerto Rico,72051,Dorado,Dorado|Vega Alta,72051|72143
650,Florida,PR,Puerto Rico,72054,Florida,Florida|Utuado|Manatí|Ciales|Arecibo|Barceloneta,72054|72141|72091|72039|72013|72017
653,Guanica,PR,Puerto Rico,72055,Guánica,Guánica|Sabana Grande,72055|72121
656,Guayanilla,PR,Puerto Rico,72059,Guayanilla,Guayanilla|Yauco|Peñuelas,72059|72153|72111
659,Hatillo,PR,Puerto Rico,72065,Hatillo,Hatillo,72065
660,Hormigueros,PR,Puerto Rico,72067,Hormigueros,Hormigueros,72067
662,Isabela,PR,Puerto Rico,72071,Isabela,Isabela,72071
664,Jayuya,PR,Puerto Rico,72073,Jayuya,Jayuya|Utuado,72073|72141
667,Lajas,PR,Puerto Rico,72079,Lajas,Lajas|San Germán,72079|72125
669,Lares,PR,Puerto Rico,72081,Lares,Lares|Utuado|Las Marías|San Sebastián,72081|72141|72083|72131
670,Las Marias,PR,Puerto Rico,72083,Las Marías,Las Marías|Añasco|Mayagüez|Maricao,72083|72011|72097|72093
674,Manati,PR,Puerto Rico,72091,Manatí,Manatí|Vega Baja,72091|72145
676,Moca,PR,Puerto Rico,72099,Moca,Moca|Aguada,72099|72003
677,Rincon,PR,Puerto Rico,72117,Rincón,Rincón|Añasco|Aguada,72117|72011|72003
678,Quebradillas,PR,Puerto Rico,72115,Quebradillas,Quebradillas|Isabela|San Sebastián,72115|72071|72131
680,Mayaguez,PR,Puerto Rico,72097,Mayagüez,Mayagüez|San Germán|Añasco,72097|72125|72011
682,Mayaguez,PR,Puerto Rico,72097,Mayagüez,Mayagüez|Hormigueros,72097|72067
683,San German,PR,Puerto Rico,72125,San Germán,San Germán,72125
685,San Sebastian,PR,Puerto Rico,72131,San Sebastián,San Sebastián|Isabela|Moca,72131|72071|72099
687,Morovis,PR,Puerto Rico,72101,Morovis,Morovis,72101
688,Sabana Hoyos,PR,Puerto Rico,72013,Arecibo,Arecibo,72013
690,San Antonio,PR,Puerto Rico,72005,Aguadilla,Aguadilla,72005
692,Vega Alta,PR,Puerto Rico,72143,Vega Alta,Vega Alta|Vega Baja,72143|72145
693,Vega Baja,PR,Puerto Rico,72145,Vega Baja,Vega Baja|Vega Alta|Manatí,72145|72143|72091
698,Yauco,PR,Puerto Rico,72153,Yauco,Yauco|Guayanilla,72153|72059
703,Aguas Buenas,PR,Puerto Rico,72007,Aguas Buenas,Aguas Buenas|Cidra|Comerío,72007|72041|72045
704,Aguirre,PR,Puerto Rico,72123,Salinas,Salinas|Guayama,72123|72057
705,Aibonito,PR,Puerto Rico,72009,Aibonito,Aibonito|Coamo,72009|72043
707,Maunabo,PR,Puerto Rico,72095,Maunabo,Maunabo,72095
714,Arroyo,PR,Puerto Rico,72015,Arroyo,Arroyo,72015
716,Ponce,PR,Puerto Rico,72113,Ponce,Ponce,72113
717,Ponce,PR,Puerto Rico,72113,Ponce,Ponce,72113
718,Naguabo,PR,Puerto Rico,72103,Naguabo,Naguabo|Ceiba,72103|72037
719,Naranjito,PR,Puerto Rico,72105,Naranjito,Naranjito|Corozal|Comerío|Toa Alta,72105|72047|72045|72135
720,Orocovis,PR,Puerto Rico,72107,Orocovis,Orocovis|Coamo,72107|72043
723,Patillas,PR,Puerto Rico,72109,Patillas,Patillas|Maunabo,72109|72095
725,Caguas,PR,Puerto Rico,72025,Caguas,Caguas|Guaynabo|San Lorenzo|San Juan|Trujillo Alto|Aguas Buenas,72025|72061|72129|72127|72139|72007
727,Caguas,PR,Puerto Rico,72025,Caguas,Caguas,72025
728,Ponce,PR,Puerto Rico,72113,Ponce,Ponce,72113
729,Canovanas,PR,Puerto Rico,72029,Canóvanas,Canóvanas|Loíza,72029|72087
730,Ponce,PR,Puerto Rico,72113,Ponce,Ponce,72113
731,Ponce,PR,Puerto Rico,72113,Ponce,Ponce|Adjuntas,72113|72001
735,Ceiba,PR,Puerto Rico,72037,Ceiba,Ceiba|Naguabo,72037|72103
736,Cayey,PR,Puerto Rico,72035,Cayey,Cayey|Cidra,72035|72041
738,Fajardo,PR,Puerto Rico,72053,Fajardo,Fajardo|Ceiba,72053|72037
739,Cidra,PR,Puerto Rico,72041,Cidra,Cidra,72041
745,Rio Grande,PR,Puerto Rico,72119,Río Grande,Río Grande|Canóvanas,72119|72029
751,Salinas,PR,Puerto Rico,72123,Salinas,Salinas|Cayey,72123|72035
754,San Lorenzo,PR,Puerto Rico,72129,San Lorenzo,San Lorenzo,72129
757,Santa Isabel,PR,Puerto Rico,72133,Santa Isabel,Santa Isabel,72133
765,Vieques,PR,Puerto Rico,72147,Vieques,Vieques,72147
766,Villalba,PR,Puerto Rico,72149,Villalba,Villalba|Orocovis|Juana Díaz,72149|72107|72075
767,Yabucoa,PR,Puerto Rico,72151,Yabucoa,Yabucoa|Humacao,72151|72069
769,Coamo,PR,Puerto Rico,72043,Coamo,Coamo|Santa Isabel,72043|72133
771,Las Piedras,PR,Puerto Rico,72085,Las Piedras,Las Piedras|Humacao,72085|72069
772,Loiza,PR,Puerto Rico,72087,Loíza,Loíza,72087
773,Luquillo,PR,Puerto Rico,72089,Luquillo,Luquillo,72089
777,Juncos,PR,Puerto Rico,72077,Juncos,Juncos|San Lorenzo|Las Piedras|Canóvanas|Gurabo,72077|72129|72085|72029|72063
778,Gurabo,PR,Puerto Rico,72063,Gurabo,Gurabo|San Lorenzo,72063|72129
780,Coto Laurel,PR,Puerto Rico,72113,Ponce,Ponce|Juana Díaz,72113|72075
782,Comerio,PR,Puerto Rico,72045,Comerío,Comerío|Barranquitas,72045|72019
783,Corozal,PR,Puerto Rico,72047,Corozal,Corozal|Barranquitas,72047|72019
784,Guayama,PR,Puerto Rico,72057,Guayama,Guayama|Cayey|Patillas,72057|72035|72109
791,Humacao,PR,Puerto Rico,72069,Humacao,Humacao|Las Piedras|Yabucoa,72069|72085|72151
794,Barranquitas,PR,Puerto Rico,72019,Barranquitas,Barranquitas|Coamo,72019|72043
795,Juana Diaz,PR,Puerto Rico,72075,Juana Díaz,Juana Díaz,72075
802,St Thomas,VI,Virgin Islands,78030,St. Thomas,St. Thomas,78030
820,Christiansted,VI,Virgin Islands,78010,St. Croix,St. Croix,78010
830,St John,VI,Virgin Islands,78020,St. John,St. John,78020
840,Frederiksted,VI,Virgin Islands,78010,St. Croix,St. Croix,78010
850,Kingshill,VI,Virgin Islands,78010,St. Croix,St. Croix,78010
851,Kingshill,VI,Virgin Islands,78010,St. Croix,St. Croix,78010
901,San Juan,PR,Puerto Rico,72127,San Juan,San Juan,72127
907,San Juan,PR,Puerto Rico,72127,San Juan,San Juan,72127
909,San Juan,PR,Puerto Rico,72127,San Juan,San Juan,72127
911,San Juan,PR,Puerto Rico,72127,San Juan,San Juan,72127
912,San Juan,PR,Puerto Rico,72127,San Juan,San Juan,72127
913,San Juan,PR,Puerto Rico,72127,San Juan,San Juan,72127
915,San Juan,PR,Puerto Rico,72127,San Juan,San Juan,72127
917,San Juan,PR,Puerto Rico,72127,San Juan,San Juan,72127
918,San Juan,PR,Puerto Rico,72127,San Juan,San Juan,72127
920,San Juan,PR,Puerto Rico,72127,San Juan,San Juan,72127
921,San Juan,PR,Puerto Rico,72127,San Juan,San Juan|Guaynabo,72127|72061
923,San Juan,PR,Puerto Rico,72127,San Juan,San Juan,72127
924,San Juan,PR,Puerto Rico,72127,San Juan,San Juan|Carolina,72127|72031
926,San Juan,PR,Puerto Rico,72127,San Juan,San Juan|Trujillo Alto|Guaynabo,72127|72139|72061
927,San Juan,PR,Puerto Rico,72127,San Juan,San Juan,72127
949,Toa Baja,PR,Puerto Rico,72137,Toa Baja,Toa Baja|Cataño|Toa Alta,72137|72033|72135
952,Sabana Seca,PR,Puerto Rico,72137,Toa Baja,Toa Baja,72137
953,Toa Alta,PR,Puerto Rico,72135,Toa Alta,Toa Alta|Corozal|Toa Baja,72135|72047|72137
956,Bayamon,PR,Puerto Rico,72021,Bayamón,Bayamón|Aguas Buenas|Toa Alta,72021|72007|72135
957,Bayamon,PR,Puerto Rico,72021,Bayamón,Bayamón|Toa Alta,72021|72135
959,Bayamon,PR,Puerto Rico,72021,Bayamón,Bayamón|Guaynabo|Toa Baja|Toa Alta,72021|72061|72137|72135
961,Bayamon,PR,Puerto Rico,72021,Bayamón,Bayamón|Cataño,72021|72033
962,Catano,PR,Puerto Rico,72033,Cataño,Cataño|Guaynabo|Bayamón|Toa Baja,72033|72061|72021|72137
965,Guaynabo,PR,Puerto Rico,72061,Guaynabo,Guaynabo,72061
966,Guaynabo,PR,Puerto Rico,72061,Guaynabo,Guaynabo|San Juan|Bayamón,72061|72127|72021
969,Guaynabo,PR,Puerto Rico,72061,Guaynabo,Guaynabo|San Juan|Bayamón,72061|72127|72021
971,Guaynabo,PR,Puerto Rico,72061,Guaynabo,Guaynabo,72061
976,Trujillo Alto,PR,Puerto Rico,72139,Trujillo Alto,Trujillo Alto|Carolina|San Juan|Gurabo,72139|72031|72127|72063
979,Carolina,PR,Puerto Rico,72031,Carolina,Carolina,72031
982,Carolina,PR,Puerto Rico,72031,Carolina,Carolina,72031
983,Carolina,PR,Puerto Rico,72031,Carolina,Carolina|San Juan,72031|72127
985,Carolina,PR,Puerto Rico,72031,Carolina,Carolina,72031
987,Carolina,PR,Puerto Rico,72031,Carolina,Carolina|Trujillo Alto,72031|72139
1001,Agawam,MA,Massachusetts,25013,Hampden,Hampden,25013
1002,Amherst,MA,Massachusetts,25015,Hampshire,Hampshire|Franklin,25015|25011
1005,Barre,MA,Massachusetts,25027,Worcester,Worcester,25027
1007,Belchertown,MA,Massachusetts,25015,Hampshire,Hampshire,25015
1013,Chicopee,MA,Massachusetts,25013,Hampden,Hampden,25013
1020,Chicopee,MA,Massachusetts,25013,Hampden,Hampden,25013
1027,Easthampton,MA,Massachusetts,25015,Hampshire,Hampshire,25015
1028,East Longmeadow,MA,Massachusetts,25013,Hampden,Hampden,25013
1030,Feeding Hills,MA,Massachusetts,25013,Hampden,Hampden,25013
1033,Granby,MA,Massachusetts,25015,Hampshire,Hampshire,25015
1035,Hadley,MA,Massachusetts,25015,Hampshire,Hampshire,25015
1040,Holyoke,MA,Massachusetts,25013,Hampden,Hampden,25013
1056,Ludlow,MA,Massachusetts,25013,Hampden,Hampden,25013
1057,Monson,MA,Massachusetts,25013,Hampden,Hampden,25013
1060,Northampton,MA,Massachusetts,25015,Hampshire,Hampshire,25015
1062,Florence,MA,Massachusetts,25015,Hampshire,Hampshire,25015
1069,Palmer,MA,Massachusetts,25013,Hampden,Hampden,25013
1073,Southampton,MA,Massachusetts,25015,Hampshire,Hampshire,25015
1075,South Hadley,MA,Massachusetts,25015,Hampshire,Hampshire,25015
1077,Southwick,MA,Massachusetts,25013,Hampden,Hampden,25013
1082,Ware,MA,Massachusetts,25015,Hampshire,Hampshire|Worcester|Hampden,25015|25027|25013
1085,Westfield,MA,Massachusetts,25013,Hampden,Hampden,25013
1089,West Springfield,MA,Massachusetts,25013,Hampden,Hampden,25013
1095,Wilbraham,MA,Massachusetts,25013,Hampden,Hampden,25013
1104,Springfield,MA,Massachusetts,25013,Hampden,Hampden,25013
1105,Springfield,MA,Massachusetts,25013,Hampden,Hampden,25013
1106,Longmeadow,MA,Massachusetts,25013,Hampden,Hampden,25013
1107,Springfield,MA,Massachusetts,25013,Hampden,Hampden,25013
1108,Springfield,MA,Massachusetts,25013,Hampden,Hampden,25013
1109,Springfield,MA,Massachusetts,25013,Hampden,Hampden,25013
1118,Springfield,MA,Massachusetts,25013,Hampden,Hampden,25013
1119,Springfield,MA,Massachusetts,25013,Hampden,Hampden,25013
1129,Springfield,MA,Massachusetts,25013,Hampden,Hampden,25013
1151,Indian Orchard,MA,Massachusetts,25013,Hampden,Hampden,25013
1201,Pittsfield,MA,Massachusetts,25003,Berkshire,Berkshire,25003
1220,Adams,MA,Massachusetts,25003,Berkshire,Berkshire,25003
1226,Dalton,MA,Massachusetts,25003,Berkshire,Berkshire,25003
1230,Great Barrington,MA,Massachusetts,25003,Berkshire,Berkshire,25003
1238,Lee,MA,Massachusetts,25003,Berkshire,Berkshire,25003
1240,Lenox,MA,Massachusetts,25003,Berkshire,Berkshire,25003
1247,North Adams,MA,Massachusetts,25003,Berkshire,Berkshire,25003
1267,Williamstown,MA,Massachusetts,25003,Berkshire,Berkshire,25003
1301,Greenfield,MA,Massachusetts,25011,Franklin,Franklin,25011
1331,Athol,MA,Massachusetts,25027,Worcester,Worcester|Franklin,25027|25011
1364,Orange,MA,Massachusetts,25011,Franklin,Franklin,25011
1420,Fitchburg,MA,Massachusetts,25027,Worcester,Worcester,25027
1430,Ashburnham,MA,Massachusetts,25027,Worcester,Worcester,25027
1432,Ayer,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1440,Gardner,MA,Massachusetts,25027,Worcester,Worcester,25027
1450,Groton,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1451,Harvard,MA,Massachusetts,25027,Worcester,Worcester,25027
1453,Leominster,MA,Massachusetts,25027,Worcester,Worcester,25027
1460,Littleton,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1462,Lunenburg,MA,Massachusetts,25027,Worcester,Worcester,25027
1463,Pepperell,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1464,Shirley,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1469,Townsend,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1473,Westminster,MA,Massachusetts,25027,Worcester,Worcester,25027
1475,Winchendon,MA,Massachusetts,25027,Worcester,Worcester,25027
1501,Auburn,MA,Massachusetts,25027,Worcester,Worcester,25027
1504,Blackstone,MA,Massachusetts,25027,Worcester,Worcester,25027
1507,Charlton,MA,Massachusetts,25027,Worcester,Worcester,25027
1510,Clinton,MA,Massachusetts,25027,Worcester,Worcester,25027
1516,Douglas,MA,Massachusetts,25027,Worcester,Worcester,25027
1519,Grafton,MA,Massachusetts,25027,Worcester,Worcester,25027
1520,Holden,MA,Massachusetts,25027,Worcester,Worcester,25027
1523,Lancaster,MA,Massachusetts,25027,Worcester,Worcester,25027
1524,Leicester,MA,Massachusetts,25027,Worcester,Worcester,25027
1527,Millbury,MA,Massachusetts,25027,Worcester,Worcester,25027
1532,Northborough,MA,Massachusetts,25027,Worcester,Worcester,25027
1534,Northbridge,MA,Massachusetts,25027,Worcester,Worcester,25027
1536,North Grafton,MA,Massachusetts,25027,Worcester,Worcester,25027
1540,Oxford,MA,Massachusetts,25027,Worcester,Worcester,25027
1543,Rutland,MA,Massachusetts,25027,Worcester,Worcester,25027
1545,Shrewsbury,MA,Massachusetts,25027,Worcester,Worcester,25027
1550,Southbridge,MA,Massachusetts,25027,Worcester,Worcester,25027
1562,Spencer,MA,Massachusetts,25027,Worcester,Worcester,25027
1564,Sterling,MA,Massachusetts,25027,Worcester,Worcester,25027
1566,Sturbridge,MA,Massachusetts,25027,Worcester,Worcester,25027
1568,Upton,MA,Massachusetts,25027,Worcester,Worcester,25027
1569,Uxbridge,MA,Massachusetts,25027,Worcester,Worcester,25027
1570,Webster,MA,Massachusetts,25027,Worcester,Worcester,25027
1571,Dudley,MA,Massachusetts,25027,Worcester,Worcester,25027
1581,Westborough,MA,Massachusetts,25027,Worcester,Worcester,25027
1583,West Boylston,MA,Massachusetts,25027,Worcester,Worcester,25027
1588,Whitinsville,MA,Massachusetts,25027,Worcester,Worcester,25027
1590,Sutton,MA,Massachusetts,25027,Worcester,Worcester,25027
1602,Worcester,MA,Massachusetts,25027,Worcester,Worcester,25027
1603,Worcester,MA,Massachusetts,25027,Worcester,Worcester,25027
1604,Worcester,MA,Massachusetts,25027,Worcester,Worcester,25027
1605,Worcester,MA,Massachusetts,25027,Worcester,Worcester,25027
1606,Worcester,MA,Massachusetts,25027,Worcester,Worcester,25027
1607,Worcester,MA,Massachusetts,25027,Worcester,Worcester,25027
1609,Worcester,MA,Massachusetts,25027,Worcester,Worcester,25027
1610,Worcester,MA,Massachusetts,25027,Worcester,Worcester,25027
1612,Paxton,MA,Massachusetts,25027,Worcester,Worcester,25027
1701,Framingham,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1702,Framingham,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1719,Boxborough,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1720,Acton,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1721,Ashland,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1730,Bedford,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1740,Bolton,MA,Massachusetts,25027,Worcester,Worcester,25027
1741,Carlisle,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1742,Concord,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1746,Holliston,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1747,Hopedale,MA,Massachusetts,25027,Worcester,Worcester,25027
1748,Hopkinton,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1749,Hudson,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1752,Marlborough,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1754,Maynard,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1756,Mendon,MA,Massachusetts,25027,Worcester,Worcester,25027
1757,Milford,MA,Massachusetts,25027,Worcester,Worcester,25027
1760,Natick,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1772,Southborough,MA,Massachusetts,25027,Worcester,Worcester,25027
1775,Stow,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1776,Sudbury,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1778,Wayland,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1801,Woburn,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1803,Burlington,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1810,Andover,MA,Massachusetts,25009,Essex,Essex,25009
1821,Billerica,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1824,Chelmsford,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1826,Dracut,MA,Massachusetts,25017,Middlesex,Middlesex|Essex,25017|25009
1830,Haverhill,MA,Massachusetts,25009,Essex,Essex,25009
1832,Haverhill,MA,Massachusetts,25009,Essex,Essex,25009
1833,Georgetown,MA,Massachusetts,25009,Essex,Essex,25009
1834,Groveland,MA,Massachusetts,25009,Essex,Essex,25009
1835,Haverhill,MA,Massachusetts,25009,Essex,Essex,25009
1840,Lawrence,MA,Massachusetts,25009,Essex,Essex,25009
1841,Lawrence,MA,Massachusetts,25009,Essex,Essex,25009
1843,Lawrence,MA,Massachusetts,25009,Essex,Essex,25009
1844,Methuen,MA,Massachusetts,25009,Essex,Essex,25009
1845,North Andover,MA,Massachusetts,25009,Essex,Essex,25009
1850,Lowell,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1851,Lowell,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1852,Lowell,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1854,Lowell,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1860,Merrimac,MA,Massachusetts,25009,Essex,Essex,25009
1862,North Billerica,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1863,North Chelmsford,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1864,North Reading,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1867,Reading,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1876,Tewksbury,MA,Massachusetts,25017,Middlesex,Middlesex|Essex,25017|25009
1879,Tyngsboro,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1880,Wakefield,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1886,Westford,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1887,Wilmington,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1890,Winchester,MA,Massachusetts,25017,Middlesex,Middlesex,25017
1902,Lynn,MA,Massachusetts,25009,Essex,Essex,25009
1904,Lynn,MA,Massachusetts,25009,Essex,Essex,25009
1905,Lynn,MA,Massachusetts,25009,Essex,Essex,25009
1906,Saugus,MA,Massachusetts,25009,Essex,Essex,25009
1907,Swampscott,MA,Massachusetts,25009,Essex,Essex,25009
1913,Amesbury,MA,Massachusetts,25009,Essex,Essex,25009
1915,Beverly,MA,Massachusetts,25009,Essex,Essex,25009
1921,Boxford,MA,Massachusetts,25009,Essex,Essex,25009
1923,Danvers,MA,Massachusetts,25009,Essex,Essex,25009
1930,Gloucester,MA,Massachusetts,25009,Essex,Essex,25009
1938,Ipswich,MA,Massachusetts,25009,Essex,Essex,25009
1940,Lynnfield,MA,Massachusetts,25009,Essex,Essex|Middlesex,25009|25017
1944,Manchester,MA,Massachusetts,25009,Essex,Essex,25009
1945,Marblehead,MA,Massachusetts,25009,Essex,Essex,25009
1949,Middleton,MA,Massachusetts,25009,Essex,Essex,25009
1950,Newburyport,MA,Massachusetts,25009,Essex,Essex,25009
1952,Salisbury,MA,Massachusetts,25009,Essex,Essex,25009
1960,Peabody,MA,Massachusetts,25009,Essex,Essex,25009
1966,Rockport,MA,Massachusetts,25009,Essex,Essex,25009
1969,Rowley,MA,Massachusetts,25009,Essex,Essex,25009
1970,Salem,MA,Massachusetts,25009,Essex,Essex,25009
1982,South Hamilton,MA,Massachusetts,25009,Essex,Essex,25009
1983,Topsfield,MA,Massachusetts,25009,Essex,Essex,25009
2019,Bellingham,MA,Massachusetts,25021,Norfolk,Norfolk,25021
2021,Canton,MA,Massachusetts,25021,Norfolk,Norfolk,25021
2025,Cohasset,MA,Massachusetts,25021,Norfolk,Norfolk,25021
2026,Dedham,MA,Massachusetts,25021,Norfolk,Norfolk,25021
2030,Dover,MA,Massachusetts,25021,Norfolk,Norfolk,25021
2035,Foxboro,MA,Massachusetts,25021,Norfolk,Norfolk,25021
2038,Franklin,MA,Massachusetts,25021,Norfolk,Norfolk,25021
2043,Hingham,MA,Massachusetts,25023,Plymouth,Plymouth,25023
2045,Hull,MA,Massachusetts,25023,Plymouth,Plymouth,25023
2048,Mansfield,MA,Massachusetts,25005,Bristol,Bristol,25005
2050,Marshfield,MA,Massachusetts,25023,Plymouth,Plymouth,25023
2052,Medfield,MA,Massachusetts,25021,Norfolk,Norfolk,25021
2053,Medway,MA,Massachusetts,25021,Norfolk,Norfolk,25021
2054,Millis,MA,Massachusetts,25021,Norfolk,Norfolk,25021
2056,Norfolk,MA,Massachusetts,25021,Norfolk,Norfolk,25021
2061,Norwell,MA,Massachusetts,25023,Plymouth,Plymouth,25023
2062,Norwood,MA,Massachusetts,25021,Norfolk,Norfolk,25021
2066,Scituate,MA,Massachusetts,25023,Plymouth,Plymouth,25023
2067,Sharon,MA,Massachusetts,25021,Norfolk,Norfolk,25021
2072,Stoughton,MA,Massachusetts,25021,Norfolk,Norfolk,25021
2081,Walpole,MA,Massachusetts,25021,Norfolk,Norfolk,25021
2090,Westwood,MA,Massachusetts,25021,Norfolk,Norfolk,25021
2093,Wrentham,MA,Massachusetts,25021,Norfolk,Norfolk,25021
2111,Boston,MA,Massachusetts,25025,Suffolk,Suffolk,25025
2113,Boston,MA,Massachusetts,25025,Suffolk,Suffolk,25025
2114,Boston,MA,Massachusetts,25025,Suffolk,Suffolk,25025
2115,Boston,MA,Massachusetts,25025,Suffolk,Suffolk,25025
2116,Boston,MA,Massachusetts,25025,Suffolk,Suffolk,25025
2118,Boston,MA,Massachusetts,25025,Suffolk,Suffolk,25025
2119,Roxbury,MA,Massachusetts,25025,Suffolk,Suffolk,25025
2120,Roxbury Crossing,MA,Massachusetts,25025,Suffolk,Suffolk,25025
2121,Dorchester,MA,Massachusetts,25025,Suffolk,Suffolk,25025
2122,Dorchester,MA,Massachusetts,25025,Suffolk,Suffolk,25025
2124,Dorchester Center,MA,Massachusetts,25025,Suffolk,Suffolk,25025
2125,Dorchester,MA,Massachusetts,25025,Suffolk,Suffolk,25025
2126,Mattapan,MA,Massachusetts,25025,Suffolk,Suffolk|Norfolk,25025|25021
2127,South Boston,MA,Massachusetts,25025,Suffolk,Suffolk,25025
2128,East Boston,MA,Massachusetts,25025,Suffolk,Suffolk,25025
2129,Charlestown,MA,Massachusetts,25025,Suffolk,Suffolk,25025
2130,Jamaica Plain,MA,Massachusetts,25025,Suffolk,Suffolk,25025
2131,Roslindale,MA,Massachusetts,25025,Suffolk,Suffolk,25025
2132,West Roxbury,MA,Massachusetts,25025,Suffolk,Suffolk|Norfolk,25025|25021
2134,Allston,MA,Massachusetts,25025,Suffolk,Suffolk|Middlesex,25025|25017
2135,Brighton,MA,Massachusetts,25025,Suffolk,Suffolk,25025
2136,Hyde Park,MA,Massachusetts,25025,Suffolk,Suffolk|Norfolk,25025|25021
2138,Cambridge,MA,Massachusetts,25017,Middlesex,Middlesex,25017
2139,Cambridge,MA,Massachusetts,25017,Middlesex,Middlesex,25017
2140,Cambridge,MA,Massachusetts,25017,Middlesex,Middlesex,25017
2141,Cambridge,MA,Massachusetts,25017,Middlesex,Middlesex,25017
2143,Somerville,MA,Massachusetts,25017,Middlesex,Middlesex,25017
2144,Somerville,MA,Massachusetts,25017,Middlesex,Middlesex,25017
2145,Somerville,MA,Massachusetts,25017,Middlesex,Middlesex,25017
2148,Malden,MA,Massachusetts,25017,Middlesex,Middlesex,25017
2149,Everett,MA,Massachusetts,25017,Middlesex,Middlesex|Suffolk,25017|25025
2150,Chelsea,MA,Massachusetts,25025,Suffolk,Suffolk|Middlesex,25025|25017
2151,Revere,MA,Massachusetts,25025,Suffolk,Suffolk,25025
2152,Winthrop,MA,Massachusetts,25025,Suffolk,Suffolk,25025
2155,Medford,MA,Massachusetts,25017,Middlesex,Middlesex,25017
2169,Quincy,MA,Massachusetts,25021,Norfolk,Norfolk,25021
2170,Quincy,MA,Massachusetts,25021,Norfolk,Norfolk,25021
2171,Quincy,MA,Massachusetts,25021,Norfolk,Norfolk,25021
2176,Melrose,MA,Massachusetts,25017,Middlesex,Middlesex,25017
2180,Stoneham,MA,Massachusetts,25017,Middlesex,Middlesex,25017
2184,Braintree,MA,Massachusetts,25021,Norfolk,Norfolk,25021
2186,Milton,MA,Massachusetts,25021,Norfolk,Norfolk,25021
2188,Weymouth,MA,Massachusetts,25021,Norfolk,Norfolk,25021
2189,East Weymouth,MA,Massachusetts,25021,Norfolk,Norfolk,25021
2190,South Weymouth,MA,Massachusetts,25021,Norfolk,Norfolk,25021
